 extension_name, publisher, version, toolReferenceName, tool_name, canBeReferencedInPrompt, inputSchema.properties, modelDescription
nab-al-tools,nabsolutions,1.44.0,getGlossaryTerms,getGlossaryTerms,true,sourceLanguageCode|targetLanguageCode,"This tool returns glossary terminology pairs for a target language (and optional source language, default en-US) from a built-in glossary, based on Business Central terminology and translations. It outputs a JSON array of objects with 'source', 'target', and 'description'. Usage scenarios: (1) Pre-translation session - fetch glossary to instruct the LLM for consistent terminology. (2) Automated suggestion generation - validate/adjust outputs against approved terms. (3) Review/QA - detect and highlight deviations from glossary entries. (4) Bulk alignment or terminology normalization workflows. (5) Cross-language comparison by specifying a non-default sourceLanguageCode."
prisma,Prisma,31.1.0,prisma-migrate-status,prisma-migrate-status,true,projectCwd,The prisma migrate status command looks up the migrations in ./prisma/migrations/* folder and the entries in the _prisma_migrations table and compiles information about the state of the migrations in your database.\nUse this tool instead of running `prisma migrate status` on the CLI.\nExample output:\n\nStatus\n3 migrations found in prisma/migrations\n\nYour local migration history and the migrations table from your database are different:\n\nThe last common migration is: 20201127134938_new_migration\n\nThe migration have not yet been applied:\n20201208100950_test_migration\n\nThe migrations from the database are not found locally in prisma/migrations:\n20201208100950_new_migration
prisma,Prisma,31.1.0,prisma-migrate-dev,prisma-migrate-dev,true,name|projectCwd,"Prisma Migrate Dev is used to update Prisma whenever the schema.prisma file has been modified.\nUse this tool instead of running `prisma migrate dev` on the CLI.\nAlways provide a descriptive name argument describing the change that was made to the Prisma Schema.\nThe migrate dev command performs these steps:\n1. Reruns the existing migration history in the shadow database in order to detect schema drift (edited or deleted migration file, or a manual changes to the database schema)\n2. Applies pending migrations to the shadow database (for example, new migrations created by colleagues)\n3. Generates a new migration from any changes you made to the Prisma schema before running migrate dev\n4. Applies all unapplied migrations to the development database and updates the _prisma_migrations table\n5. Triggers the generation of artifacts (for example, Prisma Client)"
prisma,Prisma,31.1.0,prisma-migrate-reset,prisma-migrate-reset,true,projectCwd,"Prisma Migrate Reset is used to reset the database and migration history if drift is detected.\nUse this tool instead of running `prisma migrate reset --force` on the CLI.\nOnly run this command on a development database - never on production databases! If in doubt, ask the user to confirm.\nThe migrate reset command performs these steps:\n1. Drops the database/schema if possible, or performs a soft reset if the environment does not allow deleting databases/schemas\n2. Creates a new database/schema with the same name if the database/schema was dropped\n3. Applies all migrations\n4. Runs seed scripts"
prisma,Prisma,31.1.0,prisma-studio,prisma-studio,true,projectCwd,Open Prisma Studio to view data in your database in a pleasing visual ui.\nUse this tool instead of running `prisma studio` on the CLI.\nProvide the current working directory of the users project. This should be the top level directory of the project.
prisma,Prisma,31.1.0,prisma-platform-login,prisma-platform-login,true,,Login or create an account in order to be able to use Prisma Postgres.
prisma,Prisma,31.1.0,prisma-postgres-create-database,prisma-postgres-create-database,true,name|regionId|workspaceId,"Create a new online Prisma Postgres database.\nSpecify a name that makes sense to the user - maybe the name of the project they are working on.\nSpecify a region that makes sense for the user. Pick between these options: us-east-1, eu-west-3, ap-northeast-1, ap-southeast-1 or call the tool without a region to get an up-to-date list of available regions. If you are unsure, pick us-east-1.\n\nIf the response indicates that you have reached the workspace plan limit, you should instruct the user to do one of these things:\nIf they want to connect to an existing database, they should go to console.prisma.io and copy the connection string\nIf they want to upgrade their plan, they should go to console.prisma.io and upgrade their plan in order to be able to create more databases\nIf they want to delete a database they no longer need, they should go to console.prisma.io and delete the database project.\nIf the user is not logged in, you should suggest them to login via the `prisma-platform-login` tool."
qsharp-lang-vscode,quantum,1.22.0,azureQuantumGetJobs,azure-quantum-get-jobs,true,,"Get a list of recent jobs that have been run by the customer, along with their statuses, in the currently active workspace. Call this when you need to know what jobs have been run recently or need a history of jobs run, for example when a customer asks 'What are my recent jobs?'"
qsharp-lang-vscode,quantum,1.22.0,azureQuantumGetJob,azure-quantum-get-job,true,job_id,"Get the job information for a customer's job given its id. Call this whenever you need to know information about a specific job, for example when a customer asks 'What is the status of my job?'"
qsharp-lang-vscode,quantum,1.22.0,azureQuantumConnectToWorkspace,azure-quantum-connect-to-workspace,true,,"Starts the UI flow to connect to an existing Azure Quantum Workspace. Call this when the customer does not have an active workspace, and agrees to connect to a workspace."
qsharp-lang-vscode,quantum,1.22.0,azureQuantumDownloadJobResults,azure-quantum-download-job-results,true,job_id,"Download and display the results from a customer's job given its id. Call this when you need to download or display as a histogram the results for a job, for example when a customer asks 'What are the results of my last job?' or 'Can you show me the histogram for this job?'"
qsharp-lang-vscode,quantum,1.22.0,azureQuantumGetWorkspaces,azure-quantum-get-workspaces,true,,"Get a list of workspaces the customer has access to, in the form of workspace ids. Call this when you need to know what workspaces the customer has access to, for example when a customer asks 'What are my workspaces?'"
qsharp-lang-vscode,quantum,1.22.0,azureQuantumSubmitToTarget,azure-quantum-submit-to-target,true,filePath|jobName|shots|targetId,"Submits a Q# or OpenQASM program to Azure Quantum. The path to a .qs or .qasm file must be specified in the `filePath` parameter. The program will first be compiled to Quantum Intermediate Representation (QIR), and then submitted to run on the specified target."
qsharp-lang-vscode,quantum,1.22.0,azureQuantumGetActiveWorkspace,azure-quantum-get-active-workspace,true,,"Get the id of the active workspace for this conversation. Call this when you need to know what workspace is the active workspace being used in the context of the current conversation, for example when a customer asks 'What is the workspace that's being used?'"
qsharp-lang-vscode,quantum,1.22.0,azureQuantumSetActiveWorkspace,azure-quantum-set-active-workspace,true,workspace_id,"Set the active workspace for this conversation by id. Call this when you need to set what workspace is the active workspace being used in the context of the current conversation, for example when a customer says 'Please use this workspace for my requests.'"
qsharp-lang-vscode,quantum,1.22.0,azureQuantumGetProviders,azure-quantum-get-providers,true,,"Get a list of hardware providers available to the customer, along with their provided targets. Call this when you need to know what providers or targets are available, for example when a customer asks 'What are the available providers?' or 'What targets do I have available?'"
qsharp-lang-vscode,quantum,1.22.0,azureQuantumGetTarget,azure-quantum-get-target,true,target_id,"Get the target information for a specified target given its id. Call this whenever you need to know information about a specific target, for example when a customer asks 'What is the status of this target?'"
qsharp-lang-vscode,quantum,1.22.0,qdkRunProgram,qdk-run-program,true,filePath|shots,"Executes a Q# or OpenQASM program. The path to a .qs or .qasm file must be specified in the `filePath` parameter. A quantum simulator will be run locally. Q# or OpenQASM do not provide any CLI tools, so call this tool whenever you need to execute code, instead of running any CLI commands. The `shots` parameter controls the number of times to repeat the simulation. If the number of shots is greater than 1, a histogram will be generated, and the results will be displayed in a dedicated panel."
qsharp-lang-vscode,quantum,1.22.0,qdkGenerateCircuit,qdk-generate-circuit,true,filePath,"Generates a visual circuit diagram for a Q# or OpenQASM program. The path to a .qs or .qasm file must be specified in the `filePath` parameter. This tool will compile the program and generate a quantum circuit diagram that visually represents the quantum operations in the code. If the program contains any dynamic behavior such as comparing measurement results, then the program will be executed using a quantum simulator, and the resulting circuit diagram will simply be a trace of the operations that were actually executed during simulation. The diagram will be displayed in a dedicated circuit panel."
qsharp-lang-vscode,quantum,1.22.0,qdkRunResourceEstimator,qdk-run-resource-estimator,true,errorBudget|filePath|qubitTypes,"Runs the quantum resource estimator on a Q# or OpenQASM program to calculate the required physical resources. The path to a .qs or .qasm file must be specified in the `filePath` parameter. This tool will analyze the Q# program and generate estimates of the quantum resources required to run the algorithm, such as the number of qubits, T gates, and other quantum operations. Results will be displayed in a dedicated resource estimator panel."
qsharp-lang-vscode,quantum,1.22.0,qsharpGetLibraryDescriptions,qsharp-get-library-descriptions,true,,"Returns a Markdown string summarizing all Q# standard library items, grouped by namespace. Each entry includes its signature and a short description extracted from doc comments when available. Use this tool to answer any questions about Q# library functions or to ensure generated Q# code uses library functions correctly."
sonarlint-vscode,SonarSource,4.37.0,sonarqube_getPotentialSecurityIssues,sonarqube_list_potential_security_issues,true,filePath,"This tool returns a list of potential security issues (Security Hotspots and Taint Vulnerabilities) in a given file. It runs SonarQube analysis on the file and returns a list of Security Hotspots detected with their location and error message. Additionally, it lists Taint Vulnerabilities detected by SonarQube Server or Cloud analysis."
sonarlint-vscode,SonarSource,4.37.0,sonarqube_excludeFiles,sonarqube_exclude_from_analysis,true,globPattern,This tool modifies the SonarQube for IDE configuration to exclude files matching a given glob pattern from analysis.
sonarlint-vscode,SonarSource,4.37.0,sonarqube_setUpConnectedMode,sonarqube_setup_connected_mode,true,isSonarQubeCloud|organizationKey|projectKey|serverUrl|workspaceFolder,This tool guides the user through the process of setting up Connected Mode in SonarQube for IDE. It provides instructions and prompts and runs necessary commands to help the user connect their IDE to a SonarQube Server or Cloud.
sonarlint-vscode,SonarSource,4.37.0,sonarqube_analyzeFile,sonarqube_analyze_file,true,filePath,This tool opens the requested file and runs SonarQube analysis on it. Detected code quality and security issues will be reported in the Problems view of the IDE. It can be used to analyze any file including those that are not part of a workspace or those that are excluded from the analysis. Do not call this method to analyze Jupyter Notebook.
migrate-java-to-azure,vscjava,1.7.7,appmod-install-appcat,appmod-install-appcat,true,,"Installs the AppCAT CLI for Java only if it is missing or outdated during the prerequisite check phase of assessment. After successful installation, proceed to initialize the Java application assessment process to check prerequisites. This tool is strictly limited to the pre-migration assessment preparation phase and must not be invoked during code migration workflows."
migrate-java-to-azure,vscjava,1.7.7,appmod-precheck-assessment,appmod-precheck-assessment,true,workspacePath,Performs prerequisites verification and AppCAT CLI version checks to initialize the Java application assessment process. Generates an assessment configuration for review. This tool is strictly limited to the pre-migration assessment phase and must not be invoked during code migration workflows.
migrate-java-to-azure,vscjava,1.7.7,appmod-run-assessment,appmod-run-assessment,true,appCatConfig|workspacePath,Executes the AppCAT CLI for Java to assess the Java application. This tool is strictly limited to the pre-migration assessment phase and must not be invoked during code migration workflows.
migrate-java-to-azure,vscjava,1.7.7,appmod-get-vscode-config,appmod-get-vscode-config,true,configName,This tool retrieves extension configuration settings from VS Code. Use this tool when you need to check configuration values for the GitHub Copilot app modernization extension.
migrate-java-to-azure,vscjava,1.7.7,appmod-preview-markdown,appmod-preview-markdown,true,markdownFile,This tool opens a preview of the given Markdown file.
migrate-java-to-azure,vscjava,1.7.7,appmod-validate-cve,appmod-validate-cve,true,coordinates,(For Java application migration only) This tools checks if the given dependencies have any known vulnerabilities (CVEs). You MUST! use this tool to validate ALL the updated/added maven dependencies.
migrate-java-to-azure,vscjava,1.7.7,migration_assessmentReport,migration_assessmentReport,true,,"This tool opens the assessment report webview interface to display detailed migration assessment results, including identified issues, recommendations, and Azure readiness analysis. Use this tool immediately after a successful migration assessment to show the results to the user. This is the recommended next step after running migration assessment."
migrate-java-to-azure,vscjava,1.7.7,uploadAssessSummaryReport,uploadAssessSummaryReport,true,issueNumber|owner|repo,This tool upload the assessment summary report for the github issue after runnging the assessment.
migrate-java-to-azure,vscjava,1.7.7,appmod-build-project,appmod-build-project,true,javaHome|mavenHome|sessionId|workspacePath,"(For Java application migration only) This tool uses Maven or Gradle to build your project and report any detected errors after migration. You should use this tool to verify after making code changes, and fix any errors found."
migrate-java-to-azure,vscjava,1.7.7,appmod-java-run-test,appmod-java-run-test,true,javaHome|mavenHome|sessionId|workspacePath,This tool runs tests in the Java project and reports any detected errors or test failures after migration.
migrate-java-to-azure,vscjava,1.7.7,appmod-search-knowledgebase,appmod-search-knowledgebase,true,language|query|sessionId,"Searches the application modernization knowledge base using a query string. Returns relevant articles, documentation, and best practices. Use this tool to find information about app modernization strategies, migration paths, and common patterns."
migrate-java-to-azure,vscjava,1.7.7,appmod-search-file,appmod-search-file,true,includePattern|query|sessionId|workspacePath,Searches content from files in the project workspace by query and file patterns. Returns a list of files that match the search query. Use this tool to find specific code files or resources in your project based on patterns.
migrate-java-to-azure,vscjava,1.7.7,appmod-fetch-knowledgebase,appmod-fetch-knowledgebase,true,kbId|sessionId|workspacePath,Retrieves the complete content of a specific knowledge base article using its ID. Use this tool when you have a document ID and need to access its full content for detailed information about app modernization techniques.
migrate-java-to-azure,vscjava,1.7.7,appmod-create-migration-summary,appmod-create-migration-summary,true,kbIds|language|sessionId|status|versionControlSummary|workspacePath,"(For migration only) Generates a summary for the migration session, including details about the migration scenario, task name, modified files, and the final status of build and test fix operations. This tool helps you document the migration process and its outcomes."
migrate-java-to-azure,vscjava,1.7.7,appmod-run-task,appmod-run-task,true,kbId|language|scenario|taskId|workspacePath,"Run a migration task based on given migration scenario or knowledge base id. This tool will provide a comprehensive migration plan, including steps to build the project, run tests, fix test failures, and more. It is designed to automate the migration process for the applications."
migrate-java-to-azure,vscjava,1.7.7,appmod-consistency-validation,appmod-consistency-validation,true,baselineRevisionId|kbIds|language|migrationScenario|sessionId|workspacePath,This tool validates the consistency of migrated code by analyzing git diffs for any behavior changes. It identifies critical and major issues that need to be fixed to maintain functional equivalence between pre-migration and post-migration code.
migrate-java-to-azure,vscjava,1.7.7,appmod-completeness-validation,appmod-completeness-validation,true,kbIds|language|migrationScenario|sessionId|workspacePath,This tool validates migration completeness by systematically discovering old technology references that should have been migrated but were left unchanged. It generates detailed validation guidelines to identify missing removals and incomplete transformations across all files in the workspace.
migrate-java-to-azure,vscjava,1.7.7,appmod-version-control,appmod-version-control,true,action|branchName|commitMessage|stashMessage|workspacePath,"This tool manages version control operations during migration. It supports checking repository status, creating branches, committing changes, stashing changes, discarding changes, and checking for uncommitted changes to ensure proper tracking of code changes throughout the migration process."
migrate-java-to-azure,vscjava,1.7.7,appmod-python-setup-env,appmod-python-setup-env,true,pythonInterpreter|workspacePath,"This tool sets up a Python virtual environment in the specified workspace. It creates a virtual environment, installs dependencies from requirements.txt and pyproject.toml if available, and ensures the environment is ready for Python development and testing."
migrate-java-to-azure,vscjava,1.7.7,appmod-python-validate-syntax,appmod-python-validate-syntax,true,currentBranch|originalBranch|pythonInterpreterPath|workspacePath,This tool checks Python code syntax and fix any detected syntax errors after migration.
migrate-java-to-azure,vscjava,1.7.7,appmod-python-validate-lint,appmod-python-validate-lint,true,pythonInterpreterPath|workspacePath,This tool checks Python code linting issues and fix any detected linting issues after migration.
migrate-java-to-azure,vscjava,1.7.7,appmod-python-run-test,appmod-python-run-test,true,pythonInterpreterPath|workspacePath,(For Python application migration only) This tool runs tests in the Python project and reports any detected errors or test failures after migration.
vscode-java-upgrade,vscjava,1.9.0,generate_upgrade_plan,generate_upgrade_plan,true,buildToolPath|guidelines|jdkPath|projectPath|targetDependencies|targetJavaVersion|targetJdkPath|useCurrentBranch,"This tool is specifically designed to generate a professional, comprehensive and efficient plan for upgrading Java projects, and then starts a upgrade session (identified with a **session ID**) with the generated plan. Session ID is very important and MUST be passed to all the other tools contributed by this extension during an upgrade process, as it is used to track the upgrade process and store/retrieve context and state information. \nThis tool is the entry of an intelligent agent that is highly proficient in upgrading Java projects. This intelligent agent owns a set of other helpful tools to assist in the entire upgrade process and will guide the entire upgrade process by providing 'Next steps' information in these tools' result messages. You **MUST strictly** follow its instructions to complete the upgrade process. If 'Next steps' are provided, you **MUST** adhere to them precisely and not act on your own initiative; any unauthorized actions will be subject to severe penalties. This tool should be invoked at the beginning of an upgrade process. You MUST! invoke this tool whenever you need to upgrade a Java project."
vscode-java-upgrade,vscjava,1.9.0,generate_upgrade_plan,generate_upgrade_plan_no_sampling,true,buildToolPath|guidelines|jdkPath|projectPath|targetDependencies|targetJavaVersion|targetJdkPath|useCurrentBranch,"This tool is specifically designed to generate a professional, comprehensive and efficient plan for upgrading Java projects, and then starts a upgrade session (identified with a **session ID**) with the generated plan. Session ID is very important and MUST be passed to all the other tools contributed by this extension during an upgrade process, as it is used to track the upgrade process and store/retrieve context and state information. \nThis tool is the entry of an intelligent agent that is highly proficient in upgrading Java projects. This intelligent agent owns a set of other helpful tools to assist in the entire upgrade process and will guide the entire upgrade process by providing 'Next steps' information in these tools' result messages. You **MUST strictly** follow its instructions to complete the upgrade process. If 'Next steps' are provided, you **MUST** adhere to them precisely and not act on your own initiative; any unauthorized actions will be subject to severe penalties. This tool should be invoked at the beginning of an upgrade process. You MUST! invoke this tool whenever you need to upgrade a Java project."
vscode-java-upgrade,vscjava,1.9.0,confirm_upgrade_plan,confirm_upgrade_plan,true,sessionId,"This tool displays the plan generated by the `generate_upgrade_plan` tool in the editor area, allowing users to make adjustments to the plan and confirm before execution. You should invoke this tool immediately after the plan is generated to ask user to confirm. This tool should only be invoked during an upgrade process."
vscode-java-upgrade,vscjava,1.9.0,setup_upgrade_environment,setup_upgrade_environment,true,sessionId,"This tool sets up the development environment required for the upgrade, including the build tool and at least two JDKs. These two JDKs are used to build the project before and after the upgrade, respectively. Here is how the tool works: \n1. The tool reads all necessary information from the 'plan.md' generated by tool `generate_upgrade_plan`. \n2. This tool will first detect compatible build tools and JDKs installed on the local machine automatically if they are not provided in the 'plan.md'; \n3. This tool will throw an exception to ask user to provide them manually if not detected.\n Be careful: \n- If the user provides any information in the conversation, you MUST make sure to write it into the appropriate place in 'plan.md' by yourself first because this tool only reads all information from 'plan.md'. \n- You MUST re-invoke this tool for these changes to take effect whether the user manually modifies 'plan.md' or you modify it. This tool should only be invoked during an upgrade process."
vscode-java-upgrade,vscjava,1.9.0,setup_upgrade_environment,setup_upgrade_environment_no_sampling,true,buildToolDefaultOptions|buildToolPath|buildToolType|dir|jdkPath|jdkVersion|name|runTests|sessionId|targetDependencyCoordinates|targetJavaVersion|targetJdkPath|workingBranch,"This tool sets up the development environment required for the upgrade, including the build tool and at least two JDKs. These two JDKs are used to build the project before and after the upgrade, respectively. You MUST read the 'plan.md' generated by tool `generate_upgrade_plan`, parse the input parameters based on its content and then call this tool. Here is how the tool works: \n1. The tool accept parameters parsed from plan.md. \n2. This tool will detect compatible build tools and JDKs installed on the local machine automatically if they are not provided in the 'plan.md'; \n3. This tool will throw an exception to ask user to provide them manually if not detected.\n Be careful: \n- If the user provides any information in the conversation, you MUST make sure to write it into the appropriate place in 'plan.md' by yourself first because this tool only reads all information from 'plan.md'. \n- You MUST re-invoke this tool for these changes to take effect whether the user manually modifies 'plan.md' or you modify it. This tool should only be invoked during an upgrade process."
vscode-java-upgrade,vscjava,1.9.0,precheck_for_upgrade,precheck_for_upgrade,false,sessionId,"This tool performs a set of pre-checks for the upgrade plan, ensuring that all necessary conditions are met before proceeding with the upgrade. It should be invoked before the actual upgrade process begins. This tool is intended for internal use only, you should NEVER invoke this tool directly."
vscode-java-upgrade,vscjava,1.9.0,upgrade_using_openrewrite,upgrade_using_openrewrite,true,sessionId,"This tool ONLY supports upgrading JDK to up to 21, Spring Boot to up to 3.3.x, Spring Framework to up to 6.1.x and Jakarta EE to up to 10.0.x using OpenRewrite. Be careful: \n- This tool ONLY supports upgrading JDK, Spring Boot, Spring Framework and JEE to limited versions, This tool will only make limited initial changes for upgrading, so the project will not be fully upgraded and even not buildable after this tool is invoked. This tool should only be invoked during an upgrade process. \n- You MUST NOT invoke this tool if you are not upgrading upgrading JDK version, SpringBoot, Spring Framework or JEE.\n- You MUST NOT invoke this tool if you want to apply specific OpenRewrite recipes, you may run maven or gradle command instead.\n- You MUST ONLY invoke this tool when you are explicitly asked to even when you are upgrading this technologies. "
vscode-java-upgrade,vscjava,1.9.0,build_java_project,build_java_project,true,buildToolPath|codeChangesDetails|codeChangesMessage|jdkPath|projectPath|sessionId,"This tool uses Maven or Gradle to build Java project and report any build errors. This tool detects the build tool and JDK smartly, so you SHOULD ALWAYS use this tool when you need to build a Java project or check the build status or configuration of a Java project. \nIf there are any new code changes made **since the last build**, You should analyze and summarize the code changes into a detailed description and then use it as input ('codeChanges') of this tool, but be careful not to include any changes that were made in previous builds. You MUST! always invoke this tool to check the build status of the project after making any code changes."
vscode-java-upgrade,vscjava,1.9.0,validate_cves_for_java,validate_cves_for_java,true,dependencies|sessionId,"This tools checks if the given Java dependencies have any known vulnerabilities (CVEs). It will return a list of CVE issues found in the given dependencies, along with their severity and description. You MUST pass the dependencies to check as input, be careful that each dependency MUST be in the format of `groupId:artifactId:version`, e.g. `org.apache.commons:commons-lang3:3.12.0`. You must filter out any dependencies if you can not determine the version of them. You should use this tool to check for any known CVEs in the dependencies of the Java project"
vscode-java-upgrade,vscjava,1.9.0,validate_behavior_changes,validate_behavior_changes,true,fromCommit|projectPath|sessionId|toCommit,"This tool validates if changed code maintains the same logic functionality as before modifying using LLM. This tool takes 2 commits (`fromCommit` and `toCommit`) as input, and compares the code changes between them using `git diff ${fromCommit} ${toCommit}` to validate if the logic behavior of the modified code remains the same. but both commits can be omitted: if `fromCommit` is omitted, it will compare the current working tree with the last commit; if `toCommit` is omitted, it will compare the current working tree with the `fromCommit`. Code behavior is required to be the same in refactoring or upgrade process."
vscode-java-upgrade,vscjava,1.9.0,run_tests_for_java,run_tests_for_java,true,buildToolPath|jdkPath|projectPath|sessionId,"This tool runs test cases in the Java project using the build tool (e.g. Maven, Gradle) and reports any test errors/failures. This tool can be used to check the test status of the project."
vscode-java-upgrade,vscjava,1.9.0,summarize_upgrade,summarize_upgrade,true,sessionId,"This tool summarize the whole upgrade process and all the changes made to upgrade the Java project, including the code changes, test cases generated, and any other relevant information. This tool should be invoked at the end of an upgrade process to summarize the entire upgrade process. It will generate a markdown formatted summary of the upgrade process, which can be used to document the upgrade process."
vscode-java-upgrade,vscjava,1.9.0,generate_tests_for_java,generate_tests_for_java,true,buildToolPath|jdkPath|projectPath|sessionId,"This tool generates test cases for the Java classes of a Java project. This tool will iterate through all the Java classes in the project and generate test cases for each class, so it would be time consuming for large projects. The generated test cases will be placed in the same package as the original class, but with a `Test` suffix added to the class name."
vscode-java-upgrade,vscjava,1.9.0,list_jdks,list_jdks,true,additionalSearchPaths|sessionId|version,This tool lists available JDKs (Java Development Kits) on the system. It can be used to find installed JDKs path and version. The result will be in json format
vscode-java-upgrade,vscjava,1.9.0,list_mavens,list_mavens,true,additionalSearchPaths|includeVersion|sessionId,This tool lists all available Mavens (Apache Maven) on the system. It can be used to find installed Mavens path and version. The result will be in json format
vscode-java-upgrade,vscjava,1.9.0,install_jdk,install_jdk,true,dest|sessionId|version,This tool installs a specific version of JDK (Java Development Kit) from the internet. It downloads and installs the JDK from a trusted source (Microsoft/Eclipse Adoptium) and returns the installation path. This tool can be used when you need to install a JDK for a Java project or when the required JDK version is not available on the system.
vscode-java-upgrade,vscjava,1.9.0,install_maven,install_maven,true,dest|sessionId|version,This tool installs a specific version of Maven (a build automation tool for Java projects) from the internet. It downloads and installs Maven from a trusted source and returns the installation path. This tool can be used when you need to install Maven for a Java project or when the required Maven version is not available on the system.
console-ninja,WallabyJs,1.0.500,console_ninja_source_code_loader,console_ninja_source_code_loader,false,file,Console Ninja source code loader
console-ninja,WallabyJs,1.0.500,console_ninja_file_logs_loader,console_ninja_file_logs_loader,false,file|line,Console Ninja file logs loader
console-ninja,WallabyJs,1.0.500,console-ninja_runtimeErrors,console-ninja_runtimeErrors,true,,"Get application runtime errors. Includes errors from the browser (browser dev tools reported), and/or node server errors in the case of fullstack applications."
console-ninja,WallabyJs,1.0.500,console-ninja_runtimeLogs,console-ninja_runtimeLogs,true,,"Get application runtime logs. Includes logs from the browser (browser dev tools reported), and/or node server logs in the case of fullstack applications."
console-ninja,WallabyJs,1.0.500,console-ninja_runtimeLogsByLocation,console-ninja_runtimeLogsByLocation,true,file|line,"Get application runtime logs for given file and line. Includes logs from the browser (browser dev tools reported), and/or node server logs in the case of fullstack applications."
console-ninja,WallabyJs,1.0.500,console-ninja_runtimeLogsAndErrors,console-ninja_runtimeLogsAndErrors,true,,"Get application runtime logs and errors. Includes both logs and errors from the browser (browser dev tools reported), and/or node server logs and errors in the case of fullstack applications."
wallaby-vscode,WallabyJs,1.0.482,codeWithCoverage,wallaby_codeWithCoverage,false,file,Source code with coverage information
wallaby-vscode,WallabyJs,1.0.482,valueExplorer,wallaby_valueExplorer,false,column|expression|file|line|lineContent,Runtime value at a specific line and column
wallaby-vscode,WallabyJs,1.0.482,wallaby_runtimeValues,wallaby_runtimeValues,true,column|expression|file|line|lineContent,"Get runtime value at a specific source code location. \n\nSupplied line number should be 1-based. When counting lines in a file, do count blank lines as well.\n\n"
wallaby-vscode,WallabyJs,1.0.482,wallaby_runtimeValuesByTest,wallaby_runtimeValuesByTest,true,column|expression|file|line|lineContent|testId,"Get runtime value at a specific source code location for a specific test. \n\nSupplied line number should be 1-based. When counting lines in a file, do count blank lines as well.\n\n \n\nSupplied test ID should be a valid test identifier acquired from previous Wallaby tools calls.\n\n"
wallaby-vscode,WallabyJs,1.0.482,wallaby_coveredLinesForFile,wallaby_coveredLinesForFile,true,file|testId,"Get line numbers of a specific file that are covered by tests and the file's code coverage percentage. If test ID is not supplied, covered lines and coverage percentage for all covering tests will be returned. If test ID is supplied, only covered lines for that test and code coverage percentage for that test will be returned. \n\nSupplied test ID should be a valid test identifier acquired from previous Wallaby tools calls.\n\n"
wallaby-vscode,WallabyJs,1.0.482,wallaby_coveredLinesForTest,wallaby_coveredLinesForTest,true,file|testId,"Get files and line numbers that are covered by a specific test, or (if file is specified) lines of code of a specific file that are covered by a specific test. Each file contains code coverage percentage calculated for the supplied test only. \n\nSupplied test ID should be a valid test identifier acquired from previous Wallaby tools calls.\n\n"
wallaby-vscode,WallabyJs,1.0.482,wallaby_updateTestSnapshots,wallaby_updateTestSnapshots,true,testId,Update snapshots for a specific test. \n\nSupplied test ID should be a valid test identifier acquired from previous Wallaby tools calls.\n\n
wallaby-vscode,WallabyJs,1.0.482,wallaby_updateFileSnapshots,wallaby_updateFileSnapshots,true,file,"Update snapshots for a specific file. If specified file is a test file, all snapshots in that test file will be updated. If specified file is a source file, all snapshots in all test files that cover that source file will be updated."
wallaby-vscode,WallabyJs,1.0.482,wallaby_updateProjectSnapshots,wallaby_updateProjectSnapshots,true,,Update all snapshots in the project.
wallaby-vscode,WallabyJs,1.0.482,wallaby_failingTests,wallaby_failingTests,true,,"Get all failing tests of the project. \n\nEach returned test data includes test name, test ID, errors with stack traces, also runtime logs, global errors, and project's code coverage percentage.\n\n"
wallaby-vscode,WallabyJs,1.0.482,wallaby_allTests,wallaby_allTests,true,,"Get all tests of the project. \n\nEach returned test data includes test name, test ID, errors with stack traces, also runtime logs, global errors, and project's code coverage percentage.\n\n"
wallaby-vscode,WallabyJs,1.0.482,wallaby_failingTestsForFile,wallaby_failingTestsForFile,true,file,"Get all related failing tests for a specific file. If specified file is a test file, all failing tests in that test file will be returned. If specified file is a source file, all failing tests in all test files that cover that source file will be returned. \n\nEach returned test data includes test name, test ID, errors with stack traces, also runtime logs, global errors, and project's code coverage percentage.\n\n"
wallaby-vscode,WallabyJs,1.0.482,wallaby_allTestsForFile,wallaby_allTestsForFile,true,file,"Get all related tests covering/executing a specific file. If specified file is a test file, all tests in that test file will be returned. If specified file is a source file, all tests in all test files that cover that source file will be returned. \n\nEach returned test data includes test name, test ID, errors with stack traces, also runtime logs, global errors, and project's code coverage percentage.\n\n"
wallaby-vscode,WallabyJs,1.0.482,wallaby_failingTestsForFileAndLine,wallaby_failingTestsForFileAndLine,true,file|line|lineContent,"Get all related failing tests covering/executing a specific file and line. If specified file is a test file, all failing tests in that test file located at the specified line will be returned. If specified file is a source file, all failing tests in all test files that cover that source file line will be returned. \n\nEach returned test data includes test name, test ID, errors with stack traces, also runtime logs, global errors, and project's code coverage percentage.\n\n"
wallaby-vscode,WallabyJs,1.0.482,wallaby_allTestsForFileAndLine,wallaby_allTestsForFileAndLine,true,file|line|lineContent,"Get all related tests covering/executing a specific file and line. If specified file is a test file, all tests in that test file located at the specified line will be returned. If specified file is a source file, all tests in all test files that cover that source file line will be returned. \n\nEach returned test data includes test name, test ID, errors with stack traces, also runtime logs, global errors, and project's code coverage percentage.\n\n"
wallaby-vscode,WallabyJs,1.0.482,wallaby_testById,wallaby_testById,true,testId,"Get test data by test ID. \n\nSupplied test ID should be a valid test identifier acquired from previous Wallaby tools calls.\n\n \n\nEach returned test data includes test name, test ID, errors with stack traces, also runtime logs, global errors, and project's code coverage percentage.\n\n"
